cid,ԭcid,smiles
1181,73265286,C[C@]12CC[C@@]34C[C@@]35CC[C@@H](C([C@@H]5[C@H](C[C@H]4[C@@]1(C[C@@H]([C@@H]2[C@@]6(CC[C@@H](O6)C(C)(C)O)C)O)C)O[C@H]7[C@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)(C)C)O[C@H]8[C@H]([C@H]([C@@H](CO8)O)O)O
1182,73265403,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@@H]([C@]2(C[C@H]1[N+]4(CCCCC4)C)C)CC[C@]5([C@@H]3C[C@@H]([C@H]5OC(=O)C)[N+]6(CCCCC6)C)C
1183,73265294,C1=CC(=CC=C1C=CC2=CC(=CC(=C2)O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)O)O)O
1184,12047199,C1CCN2C[C@H]3C[C@@H]([C@@H]2C1)C=C4[C@H]3NCCC4
1185,73265201,COC(=O)C1=CO[C@H]([C@H]2[C@H]1CC=C2CO)O
1186,73265193,C[C@]12CC[C@@H](C([C@H]1CC[C@@]3([C@@H]2CC=C4[C@]3(CCC5[C@@H]4CC(C[C@H]5C(=O)O)(C)C)C)C)(C)C)O
1187,29985980,CC[C@]12CC[C@H]3[C@H]([C@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34
1188,73265399,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@@H]([C@]2(C[C@H]1N4CCCCC4)C)CC[C@]5([C@@H]3C[C@@H]([C@H]5OC(=O)C)[N+]6(CCCCC6)C)C
1189,73265309,CCOC1[C@@H](CC(=O)O1)NC(=O)[C@@H]2CCCN2C(=O)[C@H](C(C)(C)C)NC(=O)C3=CC(=C(C=C3)N)Cl
1190,73265282,C[C@@H]1CC[C@H]2[C@]13C[C@H]([C@](O3)(CC2=C)O)C(C)C
1191,73265379,CC(C)[C@@]12[C@H](O1)[C@H]3[C@@]4(O3)[C@]5(CCC6=C([C@H]5C[C@H]7[C@]4([C@H]2O)O7)COC6=O)C
1192,73265368,CCC(=O)O[C@@]1(CC[C@@H]2[C@@]1(CC[C@@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C)C(=O)CO
1193,51885747,CC(=O)N[C@@H]1[C@H](C=C(O[C@@H]1[C@@H]([C@@H](CO)O)O)C(=O)O)N=C(N)N
1194,73265325,C[C@@H]1C[C@@H]([C@@H]2[C@H](C[C@@H]([C@@](O2)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@@H]([C@H]([C@H](CC(=O)[C@@H](C=C(C1)C)CC=C)O)C)C(=C[C@@H]4CC[C@@H]([C@@H](C4)OC)O)C)O)C)OC)OC
1195,73265343,C[C@]12CC[C@@H]3[C@H]([C@@H]1CC[C@]2(C)O)CC[C@@H]4[C@@]3(COC(=O)C4)C
1196,73265229,CC(=O)O[C@H]1C[C@]2([C@@H](CC[C@@H]2O)C3=C1[C@]4([C@H](OC(=O)C5=COC(=C54)C3=O)COC)C)C
1197,73265194,CC[C@@H]1[C@@]([C@@H]([C@H](N(C[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)C)O)(C)O
1198,73265312,CC(C)(C)[C@@H](C(=O)N1CCC[C@@H]1C(=O)N[C@@H](CC(=O)O)C#N)NC(=O)C2=CC(=C(C=C2)N)Cl
1199,73265183,C1[C@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)C=CBr)CO)O
1200,73265377,COC1=C(C=C(C=C1)C=CC2=CC(=C(C(=C2)OC)OC)OC)NC(=O)[C@@H](CO)N
1201,73265401,C[C@]12CCC3=C4CCC(=O)C=C4CC[C@@H]3[C@H]1CC[C@]2(CC#N)O
1202,73265396,C[C@]12CCC(=O)C=C1[C@@H]3C[C@H]3[C@@H]4[C@H]2CC[C@]5([C@@H]4[C@@H]6C[C@H]6[C@@]57CCC(=O)O7)C
1203,2304885,C[C@]12CCCC([C@H]1CC[C@@]3([C@@H]2CC(=O)O3)C)(C)C
1204,73265408,C[C@@H]1CC=CC=CC=CC=C[C@H](C[C@H]2[C@H]([C@H](C[C@](O2)(C[C@H](C[C@H]3[C@H](O3)C=CC(=O)O1)O)O)O)C(=O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)C)O)N)O
1205,73265198,C1=CC=C(C=C1)C[C@@H](C(=O)NCC2=CC=CC=C2)NC(=O)[C@H]3[C@H](O3)C(=O)NCCC4=CC=C(C=C4)O
1206,656628,C[C@@H](CC1=CC2=C(C(=C1)C(=O)N)N(CC2)CCCO)NCCOC3=CC=CC=C3OCC(F)(F)F
1207,7048585,C[C@H]1C[C@@H]2[C@H](CC[C@]3([C@@H]2CC[C@@]3(C(=O)C)OC(=O)C)C)[C@@]4(C1=CC(=O)CC4)C
1208,73265288,C[C@@H]1CC[C@@]2([C@@H]([C@@H]3[C@@H](O2)C[C@@H]4[C@@]3(CC[C@@H]5[C@H]4CC=C6[C@@]5(CC[C@@H](C6)O[C@H]7[C@H]([C@H]([C@@H]([C@H](O7)CO)O[C@H]8[C@H]([C@@H]([C@H]([C@@H](O8)C)O)O)O)O)O[C@H]9[C@H]([C@@H]([C@H]([C@@H](O9)C)O)O)O)C)C)C)OC1
1209,73265277,CCNC(=O)NC1=CC=C(C=C1)C2=NC3=C(CCN(C3)C4COC4)C(=N2)N5CCOC[C@H]5C
1210,73265302,C[C@@H]1C[C@H]2[C@@H]3C=C(C4=CC5=C(C[C@@]4([C@@H]3[C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)C)C=NN5C6=CC=CC=C6)C
1211,73265290,C[C@]12CCC(=O)C=C1C[C@H]([C@H]3[C@]24[C@H](O4)C[C@]5([C@@H]3CC[C@@]56CCC(=O)O6)C)C(=O)OC
1212,73265281,CCNC(=O)CCCC=CC[C@H]1[C@H](C[C@@H]([C@H]1C=CC(CCC2=CC=CC=C2)O)O)O
1213,73265415,CC[C@H](C=C[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)C(C)C
1214,73265316,CCC(=C[C@H](C)CC=CC(=C[C@@H](C)C(=O)[C@@H](C)[C@@H]([C@@H](C)CC(=CC(=O)O)C)O)C)C=C[C@H]1[C@@H](C=CC(=O)O1)C
1215,73265205,CC(C1=CC=CC2=CC=CC=C21)N[C@H]3CCCC[C@H]3NC(=O)C4=CC=C(C=C4)Cl
1216,7092625,CC(=C)[C@@H]1CC[C@]2([C@H]1[C@H]3CC[C@@H]4[C@]5(CC[C@@H](C([C@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O)C)C
1217,73265323,CC(C)CCCCCCCC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1OC2=C3C=C4C=C2OC5=C(C=C(C=C5)[C@H]([C@H]6C(=O)N[C@H](C7=C(C(=CC(=C7)O)O[C@@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O)C9=C(C=CC(=C9)[C@H](C(=O)N6)NC(=O)[C@@H]4NC(=O)[C@@H]1C2=CC(=CC(=C2)OC2=C(C=CC(=C2)[C@H](C(=O)N[C@H](CC2=CC(=C(O3)C=C2)Cl)C(=O)N1)N)O)O)O)C(=O)O)O[C@H]1[C@H]([C@H]([C@@H]([C@H](O1)CO)O)O)NC(=O)C)Cl)CO)O)O
1218,73330430,C[C@@H]1CC[C@H]2[C@@H]([C@H](O[C@H]3[C@@]24[C@H]1CC[C@@](O3)(OO4)C)CCC(=O)NC5=CC(=CC=C5)SC)C
1219,73265402,CC(=O)O[C@H]1[C@H](C[C@@H]2[C@@]1(CC[C@@H]3[C@H]2CC[C@@H]4[C@@]3(C[C@@H]([C@H](C4)O)N5CCOCC5)C)C)[N+]6(CCCC6)CC=C
1220,73265212,C[C@@H](C1=CC=CC=C1)N=C(NC#N)NC2=CC=CC3=CC=CC=C32
1221,73265383,C[C@@H](C(=O)OC(C)C)N[P@](=O)(OC[C@@H]1[C@@H]([C@@]([C@@H](O1)N2C=CC(=O)NC2=O)(C)F)O)OC3=CC=CC=C3
1222,73265287,CCCCC(C)(C)[C@@H](C=C[C@H]1[C@@H](CC(=O)[C@H]1CC=CCCCC(=O)O)O)O
1223,73265376,C[C@]12CCC([C@@](C1CCC(=C)C2CC=C3C(COC3=O)O)(C)CO)O
1224,73265411,C[C@@H]1CC[C@@]2(CC[C@@]3(C(=CC[C@H]4[C@]3(CC[C@H]5[C@@]4(C[C@H]([C@@H]([C@@]5(C)CO)O)O)C)C)[C@H]2[C@@H]1C)C)C(=O)O
1225,73265380,C[C@H]1CCC[C@@H]2[C@H](O2)C[C@H](OC(=O)C[C@@H](C(C(=O)[C@@H]([C@@H]1O)C)(C)C)O)C(=CC3=CSC(=N3)C)C
1226,73330431,C[C@@H]1CC[C@H]2[C@H]([C@H](O[C@H]3[C@@]24[C@@H]1CC[C@@](O3)(OO4)C)CCC(=O)NC5=CC=C(C=C5)F)C
1227,71729980,C1C[C@@H]([C@@H](C1)C(=O)O)C(=O)C2=CC=C(C=C2)C3=CC=C(C=C3)NC(=O)NC4=CC=CC=C4
1228,73265317,C[C@H]1CC[C@H]2[C@H]([C@H](O[C@H]3[C@@]24[C@@H]1CC[C@](O3)(OO4)C)OC)C
1229,73265357,CCCNC(=O)[C@@H]1[C@@H](O1)C(=O)N[C@@H](C(C)CC)C(=O)N2CCC[C@@H]2C(=O)OC
1230,73265223,CCCCCCCC(=O)O[C@H]1[C@@H]2C(=C([C@@H]1OC(=O)C(=CC)C)C)[C@H]3[C@]([C@H](C[C@]2(C)OC(=O)C)OC(=O)CCC)([C@](C(=O)O3)(C)O)O
1231,6325199,C1C=C([C@@H]2[C@H]1C(=CO[C@H]2O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)O)C(=O)O)CO
1232,73265335,C[C@H]1[C@@H]([C@H]([C@@H](C(O1)OC2=C(OC3=C(C2=O)C(=CC(=C3CC=C(C)C)OC4[C@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)C5=CC=C(C=C5)OC)O)O)O
1233,73265289,CCOC(=O)CN[C@H](C1CCCCC1)C(=O)N2CC[C@@H]2C(=O)N(C)C3=CC=C(C=C3)C(=NO)N
1234,73265362,C1[C@H]([C@H](O[C@H]1N2C=NC3=C2NC=NC[C@@H]3O)CO)O
1235,73265412,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2CC[C@@]3([C@@H]4CC[C@@]5([C@@H](CC[C@]5([C@@H]4CCC3=C2)O)C6=COC(=O)C=C6)C)C)O)O)O
1236,7067809,CC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(CC(=O)[C@@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C)O
1237,73265241,CC[C@@H](C)[C@@H]1[C@@H](CC[C@@]2(O1)C[C@@H]3C[C@H](O2)CC=C([C@H]([C@H](C=CC=C4CO[C@H]5[C@@]4([C@@H](C=C([C@H]5O)C)C(=O)O3)O)C)O[C@H]6C[C@@H]([C@H]([C@@H](O6)C)O[C@H]7C[C@@H]([C@H]([C@@H](O7)C)O)OC)OC)C)C
1238,73265292,C[C@@H]1C[C@H]2[C@@H]3C=C(C4=CC5=C(C[C@@]4([C@@H]3[C@H](C[C@@]2([C@]1(C(=O)COC(=O)C)O)C)O)C)C=NN5C6=CC=CC=C6)C
1239,53316139,CC1=C(NC(=C1C(=O)C2CCCN2CN3CCCC3)C)/C=C\4/C5=C(C=CC(=C5)S(=O)(=O)CC6=C(C=CC=C6Cl)Cl)NC4=O
1240,68938909,CC1=C(C(=NN1C)COC2=CC=C(C=C2)N3CCN(CC3)C(=O)C)C4=CC=CC5=C4N(C(=C5CCCOC6=CC=CC7=CC=CC=C76)C(=O)O)CC8=CN=CC=C8
1241,71311876,CN1C(=CC=C1/C=C/C(=O)NO)/C=C/C(=O)C2=CC(=CC=C2)F
1242,6604957,CC(C)C1=C(NC2=CC=CC=C21)S(=O)(=O)C3=CC=C(C=C3)OCCCN(C)CCC4=CC(=C(C=C4)OC)OC
1243,9799942,CS(=O)(=O)C1=CC=C(C=C1)C(CC2CCCC2)C(=O)NC3=NC=CS3
1244,46846227,CC1=C(N(C2=C1C=C(C=C2)C(=O)N[C@H](C)C3=CC=C(C=C3)[N+](=O)[O-])CC4=CC=C(C=C4)C5=CC=CC=C5C(=O)O)C
1245,7566371,C1[C@@H]2[C@H](CO[C@@H]2C3=CC4=C(C=C3)OCO4)[C@@H](O1)C5=CC6=C(C=C5)OCO6
1246,73265248,CC1(O[C@@H]2CO[C@@]3([C@@H]([C@H]2O1)OC(O3)(C)C)COS(=O)(=O)N)C
1247,17571905,C[C@H]1[C@H]2[C@@H](C(=O)N2C(=C1S[C@H]3C[C@H](NC3)CNS(=O)(=O)N)C(=O)O)[C@H](C)O
1248,35028115,CS(=O)(=O)C1=CC(=CC2=C1N(C3=C2CC[C@H]3CC(=O)O)CC4=CC=C(C=C4)Cl)F
1249,66646767,C[C@H](C1=C(C=NC=C1Cl)Cl)OC2=CC3=C(C=C2)NN=C3C=CC4=CN(N=C4)CCO
1250,91885506,CNC(=O)C1=CC=CC=C1NC2=NC(=NC=C2Cl)NC3=C(C4=C(C[C@@H](CCC4)N5CCN(CC5)CCO)C=C3)OC
1251,9849040,CCN(CC)CCCCNC1=NC2=CC(=C(C=C2N=C1C3=CC=C(S3)C4=CC=CS4)Cl)Cl
1252,118572017,CC1=CC(=C(C(=O)N1)CN2CCC3=C(C=C(C(=C3C2=O)Cl)[C@H](C4COC4)OC)Cl)OC
1253,4519262,CC(C)C1=CC2=C(C=C1)N(C(=C2SC(C)(C)C)CC(C)(C)C(=O)[O-])CC3=CC=C(C=C3)Cl.[Na+]
1254,73265271,C1[C@@H]2CSC(=N[C@]2(CO1)C3=C(C=CC(=C3)NC(=O)C4=NC=C(C=C4)F)F)N
1255,44315352,CNCC(C(C(C(CO)O)O)O)O.C1=CC2=CC(=NC(=C2N=C1)C3=CC4=NON=C4C=C3)C5=CC=C(C=C5)C(=O)O
1256,908828,CN1CC[C@@]23C=C[C@@H](C[C@H]2OC4=C(C=CC(=C34)C1)OC)O
1257,44573504,CC(C)(CN1C2=C(C=C(C=C2)CN3CCOCC3)N=C1NC(=O)C4=CC=C(S4)C5=CNN=C5)O
1258,25263033,CC1=C(C(=CC=C1)C)NC2=NN(C3=NC(=NC=C23)NC4=CC(=C(C=C4)OCCN5CCCC5)F)CCC(C)(C)OC
1259,11957503,CNC(=O)[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=C(N=C32)Cl)NCC4=CC=C(C=C4)I)O)O
1260,11440648,C[C@]12CC[C@@H](CC1=CCC3C2CC[C@]4(C3CC=C4N5C=NC6=CC=CC=C65)C)O
1261,10133,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C
1262,9800555,C1=CC(=CN=C1)/C=C/C(=O)NCC2=CC=C(C=C2)C(=O)NC3=C(C=CC(=C3)F)N
1263,135399748,C1CN2CCC1[C@@H](C2)NC3=C(C(=O)NC4=C3C=C(C=C4)Cl)C5=NC6=CC=CC=C6N5
1264,53396311,C1=CC(=C(C=C1Cl)Cl)C2=NC(=NC=C2N3C=CN=C3)NCCNC4=NC(=C(C=C4)[N+](=O)[O-])N
1265,9847557,C1=CC(=C(C=C1Cl)Cl)C2=NC(=NC=C2C3=NC=CN3)NCCNC4=NC=C(C=C4)[N+](=O)[O-]
1266,9956119,CC1=CN=C(N1)C2=CN=C(N=C2C3=C(C=C(C=C3)Cl)Cl)NCCNC4=NC=C(C=C4)C#N
1267,71295844,CC1=CN=C(N1)C2=CN=C(N=C2C3=C(C=C(C=C3)Cl)Cl)NCCNC4=NC=C(C=C4)C#N.Cl
1268,2708,C1=CC(=CC=C1CCCC(=O)O)N(CCCl)CCCl
1269,5959,C1=CC(=CC=C1[C@H]([C@@H](CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-]
1270,443382,CCCCCCCCCCCCCCCC(=O)OC[C@H]([C@@H](C1=CC=C(C=C1)[N+](=O)[O-])O)NC(=O)C(Cl)Cl
1271,9552079,C1=CC(=CC=C1N/C(=N/C(=NCCCCCCN=C(/N=C(/NC2=CC=C(C=C2)Cl)\N)N)N)/N)Cl
1272,5360566,C1=CC(=CC=C1N/C(=N/C(=NCCCCCCN=C(N)/N=C(/N)\NC2=CC=C(C=C2)Cl)N)/N)Cl
1273,2717,CN1C(S(=O)(=O)CCC1=O)C2=CC=C(C=C2)Cl
1274,1794427,C1[C@H]([C@H]([C@@H](C[C@@]1(C(=O)O)O)OC(=O)/C=C/C2=CC(=C(C=C2)O)O)O)O
1275,80311,CN(C)CCN(CC1=CC=C(C=C1)Cl)C2=CC=CC=N2.Cl
1276,2719,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl
1277,2720,C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)N=CN2
1278,2722,C1=CC2=C(C(=C(C=C2Cl)Cl)O)N=C1
1279,7697,C1=CC(=CC=C1OCC(CO)O)Cl
1280,2725,CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2
1281,5281068,CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2.C(=C\C(=O)O)\C(=O)O
1282,6240,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl.Cl
1283,2727,CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl
1284,667467,CN(C)CC/C=C\1/C2=CC=CC=C2SC3=C1C=C(C=C3)Cl
1285,6301,CC1=NC2=C(C=C1)C(=CC(=C2O)Cl)Cl
1286,2733,C1=CC2=C(C=C1Cl)NC(=O)O2
1287,6209,C[N+](C)(C)CCO.[Cl-]
1288,2741,C1=CC=C2C(=C1)C(=O)C=C(O2)C(=O)O
1289,5281607,C1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O
1290,10208,CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=CC=C3O
1291,91885989,CC1=C(C=CC2=C1N=C(N2C)NC3=C(C=C(C=C3)F)F)OC4=CC(=NC=C4)NC(=O)C
1292,198693,C1CN(CC(=C1)C(=O)O)CCOC(C2=CC=C(C=C2)C(F)(F)F)C3=CC=C(C=C3)C(F)(F)F
1293,108187,C[C@@](CC1=CNC2=CC=CC=C21)(C(=O)NC[C@@H](C3=CC=CC=C3)NC(=O)CCC(=O)O)NC(=O)OC4C5CC6CC(C5)CC4C6
1294,6918155,CC(C)C(=O)OCC(=O)[C@@]12[C@@H](C[C@@H]3[C@@]1(C[C@@H]([C@H]4[C@H]3CCC5=CC(=O)C=C[C@]45C)O)C)O[C@H](O2)C6CCCCC6
1295,2749,CC1=CC(=O)N(C(=C1)C2CCCCC2)O
1296,38911,CC1=CC(=O)N(C(=C1)C2CCCCC2)O.C(CO)N
1297,60613,C1=CN(C(=O)N=C1N)C[C@@H](CO)OCP(=O)(O)O
1298,6435415,CC1(C[C@@H]1C(=O)N/C(=C\CCCCSC[C@@H](C(=O)O)N)/C(=O)O)C
1299,56329,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@H]2CCCN3CCC[C@H](N3C2=O)C(=O)O.O
1300,176873,CC(C)[C@H]1C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@@H](C(=O)N1C)CC2=CC=CC=C2)CC(=O)O)CCCN=C(N)N
1301,136257953,C1=CC2=C(C=C1Cl)N=C(NC2=O)C(=C(C3=C(C=C(C=C3)Cl)Cl)O)C#N
1302,5282138,CC1=C(C(C(=C(N1)C)C(=O)OC/C=C/C2=CC=CC=C2)C3=CC(=CC=C3)[N+](=O)[O-])C(=O)OCCOC
1303,151170,COC1=C(C=C(C=C1)C2(CCC(CC2)C(=O)O)C#N)OC3CCCC3
1304,2754,C1CCC(CC1)N2C(=NN=N2)CCCCOC3=CC4=C(C=C3)NC(=O)CC4
1305,2756,CC1=C(N=CN1)CSCCNC(=NC)NC#N
1306,156419,C[C@H](C1=CC=CC2=CC=CC=C21)NCCCC3=CC(=CC=C3)C(F)(F)F
1307,156418,C[C@H](C1=CC=CC2=CC=CC=C21)NCCCC3=CC(=CC=C3)C(F)(F)F.Cl
1308,9808022,C1=CC=C(C=C1)CCC2=CC=C(C=C2)COC3=CC=CC=C3CCN(CCCCC(=O)O)CC4=CC=C(C=C4)C(=O)O
1309,101744,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@@H](C3=CC=NC4=CC=CC=C34)O
1310,90454,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@H](C3=CC=NC4=CC=CC=C34)O
1311,70004430,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@H](C3=CC=NC4=CC=CC=C34)O.Cl.Cl
1312,8593,C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)O
1313,5282458,COC1=CC(=CC(=C1OC)OC)/C=C/C(=O)N2CCN(CC2)CC(=O)N3CCCC3.C(=C\C(=O)O)\C(=O)O
1314,2762,CCN1C2=CC3=C(C=C2C(=O)C(=N1)C(=O)O)OCO3
1315,44469321,C[C@H]1CC2=C([C@]3(N1)C4=C(C=CC(=C4)Cl)NC3=O)NC5=CC(=C(C=C25)F)Cl
1316,2763,CC(C)(C(=O)O)OC1=CC=C(C=C1)C2CC2(Cl)Cl
1317,2764,C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O
1318,6422124,C1CC1C(=O)C2=CC=C(C=C2)OCCCC3=CN=CN3
1319,2767,[NH2-].[NH2-].Cl[Pt+2]Cl
1320,441203,N.N.Cl[Pt+2]Cl
1321,6917698,CO[C@H]1CN(CC[C@H]1NC(=O)C2=CC(=C(C=C2OC)N)Cl)CCCOC3=CC=C(C=C3)F
1322,62886,C[N@@+]1(CCC2=CC(=C(C=C2[C@H]1CC3=CC(=C(C=C3)OC)OC)OC)OC)CCC(=O)OCCCCCOC(=O)CC[N@+]4(CCC5=CC(=C(C=C5[C@H]4CC6=CC(=C(C=C6)OC)OC)OC)OC)C.C1=CC=C(C=C1)S(=O)(=O)[O-].C1=CC=C(C=C1)S(=O)(=O)[O-]
1323,2771,CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F
1324,53340426,C1=CC=C(C=C1)N(C2=CC=CC=C2Cl)C3=NC=C(C=N3)C(=O)NCCCCCCC(=O)NO
1325,9600409,C1=CC(=CC=C1C2=C(N3C=CSC3=N2)/C=N/OCC4=CC(=C(C=C4)Cl)Cl)Cl
1326,2777,C1COCCN1CCCCNC(=O)C2=CC3=CC=CC=C3O2
1327,119182,C1=NC2=C(N=C(N=C2N1[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)F)Cl)N
1328,20279,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C(N=C(N=C32)Cl)N)CO)O
1329,84029,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)OC)C)C)O)(C)O
1330,11750009,CCC(=O)O[C@@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C)C(=O)CO
1331,5281069,C[C@@](C1=CC=CC=C1)(C2=CC=C(C=C2)Cl)OCC[C@H]3CCCN3C.C(=C/C(=O)O)\C(=O)O
1332,5309446,C1CCN(C1)CC2=NC3=CC=CC=C3N2CC4=CC=C(C=C4)Cl.Cl
1333,153994,CCCC(=O)OCOC(=O)C1=C(NC(=C(C1C2=C(C(=CC=C2)Cl)Cl)C(=O)OC)C)C
1334,73115,CC1=CN(C(=O)NC1=O)[C@@H]2[C@@H]([C@H]([C@@H](O2)CO)O)F
1335,37907,CC(C)(C)C(=O)C(N1C=CN=C1)OC2=CC=C(C=C2)Cl
1336,446598,CCC[C@@H]1C[C@H](N(C1)C)C(=O)N[C@@H]([C@@H]2[C@@H]([C@@H]([C@H]([C@H](O2)SC)O)O)O)[C@H](C)Cl
1337,16051951,CCC[C@@H]1C[C@H](N(C1)C)C(=O)N[C@@H]([C@@H]2[C@@H]([C@@H]([C@H]([C@H](O2)SC)O)O)O)[C@H](C)Cl.Cl
1338,16052038,CCCCCCCCCCCCCCCC(=O)O[C@@H]1[C@H]([C@H]([C@H](O[C@@H]1SC)[C@@H]([C@H](C)Cl)NC(=O)[C@@H]2C[C@H](CN2C)CCC)O)O.Cl
1339,2787,CCC(C)(C(=O)O)OC1=CC=C(C=C1)C2(CCCCC2)C3=CC=C(C=C3)OC(C)(CC)C(=O)O
1340,32798,CCC(=O)O[C@@]1([C@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)F)O)C)C)C(=O)CCl
1341,71386,CCCC(=O)O[C@@]1([C@H](C[C@@H]2[C@@]1(CC(=O)[C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)F)C)C)C(=O)CCl
1342,2794,CC(C)N=C1C=C2C(=NC3=CC=CC=C3N2C4=CC=C(C=C4)Cl)C=C1NC5=CC=C(C=C5)Cl
1343,2796,CCOC(=O)C(C)(C)OC1=CC=C(C=C1)Cl
1344,2797,CC(C)(C(=O)O)OC1=CC=C(C=C1)Cl
1345,3033832,CCN(CC)CCOC1=CC=C(C=C1)/C(=C(/C2=CC=CC=C2)\Cl)/C3=CC=CC=C3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O
1346,2800,CCN(CC)CCOC1=CC=C(C=C1)C(=C(C2=CC=CC=C2)Cl)C3=CC=CC=C3
1347,2801,CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl
1348,68539,CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl.Cl
1349,2803,C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl
1350,20179,C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl.Cl
1351,60606,COC(=O)[C@H](C1=CC=CC=C1Cl)N2CCC3=C(C2)C=CS3
1352,115366,COC(=O)[C@H](C1=CC=CC=C1Cl)N2CCC3=C(C2)C=CS3.OS(=O)(=O)O
1353,23360,CC(C)NCC(C1=CC=CC=C1Cl)O.Cl
1354,43231,C1=C(C(=CC(=C1N)S(=O)(=O)N)S(=O)(=O)N)C(=C(Cl)Cl)Cl
1355,42574,CC1=CC(=C(C=C1NC(=O)C2=C(C(=CC(=C2)I)I)O)Cl)C(C#N)C3=CC=C(C=C3)Cl
1356,23683671,CC1=CC(=C(C=C1NC(=O)C2=C(C(=CC(=C2)I)I)[O-])Cl)C(C#N)C3=CC=C(C=C3)Cl.[Na+]
1357,2812,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4
1358,23675743,CC1=C(C(=NO1)C2=CC=CC=C2Cl)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)[O-].O.[Na+]
1359,6426741,CC1=C(C(=NO1)C2=CC=CC=C2Cl)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)[O-]
1360,135398737,CN1CCN(CC1)C2=NC3=C(C=CC(=C3)Cl)NC4=CC=CC=C42
